,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xword,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,connections,0 mistakes = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 = 4; 2 = 3; 3= 2; 4 = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,1,0.5
,,pyramid,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,2,0.75
,,bee,non-genius = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,3,0.75
,,,genius = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,4,0.75
,,,queen = 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thursday,5,0.5
,,waffle,# stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,6,0.5
,,wordle,unneeded moves; fail = -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,7,0.5
,,keyword,seconds. Each guess over six adds 10 seconds. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,flashback,weekly --  # correct (of 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,xword handicap,,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,puz,player,cat.,1/1/2024,1/2/2024,1/3/2024,1/4/2024,1/5/2024,1/6/2024,1/7/2024,1/8/2024,1/9/2024,1/10/2024,1/11/2024,1/12/2024,1/13/2024,1/14/2024,1/15/2024,1/16/2024,1/17/2024,1/18/2024,1/19/2024,1/20/2024,1/21/2024,1/22/2024,1/23/2024,1/24/2024,1/25/2024,1/26/2024,1/27/2024,1/28/2024,1/29/2024,1/30/2024,1/31/2024,,,,,,month champ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,time x handicap,crossword,sary,raw,228.75,243,461.25,396.5,1459.5,384,830,153,404.25,562.5,505,852.5,347.5,831.5,243,283.5,695.25,500,458,520,804.5,261,274.5,438,764.5,491,670,764,335.25,282,392.25,,,,,,,,,,
,,,crossword,sal,raw,165.75,265.5,307.5,343.5,984,358,1273,149.25,324.75,755.25,333.5,894,402.5,722.5,225,267,504,528,368,420,744,203.25,279,358.5,441,251,462.5,692.5,217.5,246.75,372.75,,,,,,,,,,
,,,crossword,bob,raw,198,194,376,383,969,766,1005,164,365,414,442,659,503,772,223,328,335,473,601,575,921,240,229,268,599,495,475,856,197,365,255,,,,,,,,,,
,,,crossword,stolowd,raw,243,246,346.5,393,1139,1800,1800,222.75,432,640.5,506,830.5,380,861,276.75,449.25,352.5,1515.5,705.5,469.5,634.5,402.75,363,348.75,511,311.5,383,737.5,323.25,537.75,394.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5,4,3,2,0",connections,sary,raw,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,4,3,,,,,,,,,,
,,,connections,sal,raw,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,0,5,5,5,5,5,,,,,,,,,,
,,,connections,bob,raw,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,,,,,,,,,,
,,,connections,stolowd,raw,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,2,5,4,5,4,5,5,5,5,0,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,stars,waffle,sary,raw,3,4,4,5,5,4,4,5,3,4,2,4,5,5,5,4,3,2,4,5,4,5,4,4,5,5,4,5,3,3,2,,,,,,,,,,
,,,waffle,sal,raw,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,5,5,0,5,5,,,,,,,,,,
,,,waffle,bob,raw,4,2,4,3,4,5,2,2,4,2,1,4,4,4,3,2,2,3,4,4,5,3,2,3,2,4,1,2,4,4,3,,,,,,,,,,
,,,waffle,stolowd,raw,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seconds,pyramid,sary,raw,11,33,10,94,62,26,27,248,23,68,19,38,21,90,9,18,21,51,54,143,62,19,205,49,17,97,35,192,22,44,101,,,,,,,,,,
,,,pyramid,sal,raw,13,30,9,38,104,16,16,191,93,32,25,24,10,104,17,22,19,97,12,13,63,53,17,8,15,300,300,29,19,29,65,,,,,,,,,,
,,,pyramid,bob,raw,20,84,26,38,57,216,28,213,281,111,25,45,44,44,80,57,95,43,22,57,300,46,237,49,67,18,271,70,29,25,86,,,,,,,,,,
,,,pyramid,stolowd,raw,29,81,13,50,49,47,39,35,28,47,61,35,20,30,11,48,64,17,30,63,19,26,40,12,16,29,112,41,9,26,27,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q=2; G=1;  else 0,bee,sary,raw,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,bee,sal,raw,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,0,1,2,0,2,2,,,,,,,,,,
,,,bee,bob,raw,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,,,,,,,,,,
,,,bee,stolowd,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,start w/:,kiers,situs,stobs,doses,akela,cadge,frill,lazar,scrip,boras,snugs,ledge,resow,coots,lears,silky,niter,under,picky,bunds,thewy,stops,peise,raphe,bubba,lamby,kited,expos,cozes,covet,suint,,,,,,,,,,
,,slots left; fail = -1,wordle,sary,raw,3,0,2,3,1,0,2,1,1,2,0,2,3,2,2,2,3,2,2,2,1,3,3,1,3,1,2,3,1,2,2,,,,,,,,,,
,,,wordle,sal,raw,3,2,3,2,3,3,1,2,2,3,3,3,3,2,3,1,2,3,2,3,3,2,3,2,2,0,2,2,1,1,1,,,,,,,,,,
,,,wordle,bob,raw,0,0,2,1,2,3,2,2,2,1,2,0,3,2,3,1,2,2,1,1,1,3,2,1,2,0,3,1,1,-1,3,,,,,,,,,,
,,,wordle,stolowd,raw,3,2,2,2,2,3,2,3,0,3,3,4,2,2,2,2,2,1,3,3,2,1,0,3,3,2,2,2,3,2,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,>6 = +10s/guess,keyword,sary,raw,15,38,12,27,13,30,12,57,41,10,56,27,36,36,16,17,36,23,93,46,76,12,55,34,51,22,30,22,14,25,61,,,,,,,,,,
,,,keyword,sal,raw,40,46,19,40,21,18,26,73,93,14,19,25,39,14,29,12,16,60,1000,152,30,27,22,22,39,60,38,21,39,86,26,,,,,,,,,,
,,,keyword,bob,raw,8,19,20,10,12,49,22,10,28,11,23,16,61,33,27,20,29,11,70,39,34,11,31,19,28,40,14,30,31,19,16,,,,,,,,,,
,,,keyword,stolowd,raw,25,48,20,9,24,18,11,24,47,15,31,21,19,16,30,14,21,19,38,24,22,22,30,19,44,45,19,12,17,14,27,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,score,quintumble,sary,raw,99,100,99,97,84,99,97,100,99,97,99,98,100,73,100,98,100,99,100,99,74,95,98,96,62,97,98,99,100,99,99,,,,,,95.29,,,,
,,,quintumble,sal,raw,99,97,99,99,99,99,99,100,100,99,99,99,98,94,96,100,99,98,0,97,99,99,99,99,86,0,75,98,99,100,99,,,,,,91.06,,,,
,,,quintumble,bob,raw,97,99,0,99,99,98,74,96,99,98,99,94,74,94,99,97,92,98,95,45,95,99,97,95,98,93,98,99,99,99,100,,,,,,90.90,,,,
,,,quintumble,stolowd,raw,99,99,97,100,98,98,96,98,98,91,99,99,97,96,98,96,95,96,99,99,99,100,99,95,98,99,96,99,100,93,99,,,,,,97.58,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,# correct,flashback,sary,raw,,,,,,8,,,,,,,7,,,,,,,6,,,,,,,8,,,,,,,,,,,,,,
,,,flashback,sal,raw,,,,,,6,,,,,,,8,,,,,,,8,,,,,,,0,,,,,,,,,,,,,,
,,,flashback,bob,raw,,,,,,7,,,,,,,8,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,
,,,flashback,stolowd,raw,,,,,,8,,,,,,,7,,,,,,,7,,,,,,,8,,,,,,,,,,,,,,
,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,,,,,=,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,rank,3,2,4,4,4,2,1,2,3,2,3,3,1,3,3,2,4,2,2,3,3,3,2,4,4,3,4,3,4,2,3,,,,,,2.84,,,,
,,,crossword,sal,rank,1,4,1,1,2,1,3,1,1,4,1,4,3,1,2,1,3,3,1,1,2,1,3,3,1,1,2,1,2,1,2,,,,,,1.87,,,,
,,,crossword,bob,rank,2,1,3,2,1,3,2,3,2,1,2,1,4,2,1,3,1,1,3,4,4,2,1,1,3,4,3,4,1,3,1,,,,,,2.23,,,,
,,,crossword,stolowd,rank,4,3,2,3,3,4,4,4,4,3,4,2,2,4,4,4,2,4,4,2,1,4,4,2,2,2,1,2,3,4,4,,,,,,3.06,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,rank,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,,,,,,1.42,,,,
,,,connections,sal,rank,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,3,1,1,4,1,1,1,1,1,,,,,,1.48,,,,
,,,connections,bob,rank,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,1.23,,,,
,,,connections,stolowd,rank,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,1,1,1,1,4,1,,,,,,1.61,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,waffle,sary,rank,4,2,2,1,1,4,2,1,4,3,3,3,1,1,1,3,3,4,3,1,4,1,3,2,1,1,3,1,3,4,4,,,,,,2.39,,,,
,,,waffle,sal,rank,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,4,1,1,,,,,,1.32,,,,
,,,waffle,bob,rank,3,3,2,4,4,1,4,4,3,4,4,3,4,4,4,4,4,3,3,4,1,4,4,4,4,3,3,4,2,3,3,,,,,,3.35,,,,
,,,waffle,stolowd,rank,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1.06,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,rank,1,2,2,4,3,2,2,4,1,3,1,3,3,3,1,1,2,3,4,4,2,1,3,3,3,3,1,4,3,4,4,,,,,,2.58,,,,
,,,pyramid,sal,rank,2,1,1,1,4,1,1,2,3,1,2,1,1,4,3,2,1,4,1,1,3,4,1,1,1,4,4,1,2,3,2,,,,,,2.03,,,,
,,,pyramid,bob,rank,3,4,4,1,2,4,3,3,4,4,2,4,4,2,4,4,4,2,2,2,4,3,4,3,4,1,3,3,4,1,3,,,,,,3.06,,,,
,,,pyramid,stolowd,rank,4,3,3,3,1,3,4,1,2,2,4,2,2,1,2,3,3,1,3,3,1,2,2,2,2,2,2,2,1,2,1,,,,,,2.23,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,rank,1,2,1,1,2,2,1,1,3,2,1,1,1,1,1,2,4,3,1,3,1,3,2,1,3,1,1,2,1,2,3,,,,,,1.74,,,,
,,,bee,sal,rank,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,,,,,,1.19,,,,
,,,bee,bob,rank,1,2,3,1,4,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,,,,,,1.39,,,,
,,,bee,stolowd,rank,1,2,3,1,2,2,1,1,3,2,1,1,1,1,4,2,1,3,1,3,1,3,2,1,3,1,1,2,1,2,3,,,,,,1.81,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wordle,sary,rank,1,3,2,1,4,4,1,4,3,3,4,3,1,1,3,1,1,2,2,3,3,1,1,3,1,2,2,1,2,1,2,,,,,,2.13,,,,
,,,wordle,sal,rank,1,1,1,2,1,1,4,2,1,1,1,2,1,1,1,3,2,1,2,1,1,3,1,2,3,3,2,2,2,3,4,,,,,,1.81,,,,
,,,wordle,bob,rank,4,3,2,4,2,1,1,2,1,4,3,4,1,1,1,3,2,2,4,4,3,1,3,3,3,3,1,4,2,4,1,,,,,,2.48,,,,
,,,wordle,stolowd,rank,1,1,2,2,2,1,1,1,4,1,1,1,4,1,3,1,2,4,1,1,2,4,4,1,1,1,2,2,1,1,2,,,,,,1.81,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,keyword,sary,rank,2,2,1,3,2,3,2,3,2,1,4,4,2,4,1,3,4,3,3,3,4,2,4,4,4,1,3,3,1,3,4,,,,,,,,,,
,,,keyword,sal,rank,4,3,2,4,3,1,4,4,4,3,1,3,3,1,3,1,1,4,4,4,2,4,1,3,2,4,4,2,4,4,2,,,,,,,,,,
,,,keyword,bob,rank,1,1,3,2,1,4,3,1,1,2,2,1,4,3,2,4,3,1,2,2,3,1,3,1,1,2,1,4,3,2,1,,,,,,,,,,
,,,keyword,stolowd,rank,3,4,3,1,4,1,1,2,3,4,3,2,1,2,4,2,2,2,1,1,1,3,2,1,3,3,2,1,2,1,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,quintumble,sary,rank,1,1,1,4,4,1,2,1,2,3,1,3,1,4,1,2,1,1,1,1,4,4,3,2,4,2,1,1,1,2,2,,,,,,2.00,,,,
,,,quintumble,sal,rank,1,4,1,2,1,1,1,1,1,1,1,1,2,2,4,1,2,2,4,3,1,2,1,1,3,4,4,4,3,1,2,,,,,,2.00,,,,
,,,quintumble,bob,rank,4,2,4,2,1,3,4,4,2,2,1,4,4,2,2,3,4,2,3,4,3,2,4,3,1,3,1,1,3,2,1,,,,,,2.61,,,,
,,,quintumble,stolowd,rank,1,2,3,1,3,3,3,3,4,4,1,1,3,1,3,4,3,4,2,1,1,1,1,3,1,1,3,1,1,4,2,,,,,,2.23,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,flashback,sary,rank,,,,,,1,,,,,,,3,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,
,,,flashback,sal,rank,,,,,,4,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,
,,,flashback,bob,rank,,,,,,3,,,,,,,1,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,
,,,flashback,stolowd,rank,,,,,,1,,,,,,,3,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,raw rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,rank,14,15,14,22,21,20,12,17,19,18,18,21,17,18,12,15,20,19,17,23,25,16,19,20,21,14,17,16,16,20,26,,,,,,516,,,,
,,,,sal,rank,12,16,10,13,17,15,17,13,13,13,10,14,14,12,19,11,12,17,15,14,13,17,12,14,13,28,23,13,22,15,15,,,,,,432,,,,
,,,,bob,rank,19,17,22,17,16,22,19,19,15,20,16,19,24,16,16,24,23,16,19,24,20,15,22,17,18,18,17,23,17,19,12,,,,,,550,,,,
,,,,stolowd,rank,16,19,18,13,17,17,16,17,25,21,16,11,18,12,22,18,15,20,14,15,11,19,19,12,17,12,14,12,11,19,17,,,,,,467,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rank rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January,December,November,,
,,,,sary,,2,1,2,4,4,3,1,2,3,2,4,4,2,4,1,2,3,3,3,3,4,2,2,4,4,2,2,3,2,4,4,,,,,,78,,,,
,,,,sal,,1,2,1,1,2,1,3,1,1,1,1,2,1,1,3,1,1,2,2,1,2,3,1,2,1,4,4,2,4,1,2,,,,,,52,,,,
,,,,bob,,4,3,4,3,1,4,4,4,2,3,2,3,4,3,2,4,4,1,4,4,3,1,4,3,3,3,2,4,3,2,1,,,,,,89,,,,
,,,,stolowd,,3,4,3,1,2,2,2,2,4,4,2,1,3,1,4,3,2,4,1,2,1,4,2,1,2,1,1,1,1,2,3,,,,,,64,,,,